professor,content,class_level,rating,date
David Gries,Gries is awful at teaching CS so if you don't have a background in Java make sure you buy a different textbook as Gries over complicates things and makes ridiculous analogies. Part of the problem is Gries wrote the textbook so many explanations are word for word from the book. Luckily prelims are easy but Gries spoils intro to Java., CS100J,"QUALITY
1.5
DIFFICULTY
2.0","Apr 20th, 2008"
David Gries,"Okay class with some nice assignments. The tests weren't very difficult either. The downside is that his lectures are really, really boring. By the second half of the class I just stopped attending.", CS100J,"QUALITY
2.0
DIFFICULTY
3.0","Dec 7th, 2007"
David Gries,"I made it through 4 weeks of this guy's lectures before I couldn't take it anymore. Gries, your textbook sucks and PUT ON SOME SHOES", CS100J,"QUALITY
1.5
DIFFICULTY
3.0","Sep 23rd, 2007"
David Gries,"Stupid analogies. Makes you buy the textbook he wrote himself, so if you try and avoid his terrible teaching methods by reading the book, you get another dose of useless.", COMS100J,"QUALITY
2.0
DIFFICULTY
5.0","Jun 27th, 2007"
David Gries,"WARNING: if you have programming experience, you will probably hate this class. His analogies and overly complicated ways of explaining simple concepts will drive you crazy. If you have no programming experience, by all means, go ahead and take it, you should be fine if you do the work and read the textbook.", COMS100J,"QUALITY
2.0
DIFFICULTY
3.0","Apr 4th, 2007"
David Gries,"Is an awful ComSci teacher. If you don't read the book (which he co-authored with his son, btw), you will fail. The lecture is pointless, and his analogies are stupid.", COMSC100J,"QUALITY
1.0
DIFFICULTY
2.0","Mar 10th, 2007"
David Gries,"His class was good, but if you've never taken CS before you'd need office hours. His exams are exactly what he tells you they'll be. Try memorizing the terms in addition to understanding them and you should do well. Also, the programming assignments are key - if you do well on them you'll most likely do well in the course.", COMS100,"QUALITY
4.5
DIFFICULTY
2.0","Jan 31st, 2007"
David Gries,He writes his test in codes that no one understands! Has to follow his stupid invariant for writing loops or you get no credit. Everyone is failing and he cracks stupid jokes. DONT TAKE HIS CLASS., COMS100,"QUALITY
1.0
DIFFICULTY
4.0","Dec 11th, 2006"
David Gries,"Great teacher, nice guy, and funny. I just dont like how hooked he is on the file drawer thing, but other than that pretty good class.", COMS100,"QUALITY
4.0
DIFFICULTY
4.0","Oct 6th, 2006"
David Gries,The entire class is dumbed down. His file drawer/manilla folder analogy is useless (will never apply if you decide to go further in programming). Experienced programmers and intro programmers are confused. Book is inappropriate (HS level text). Assigns reading on the CD with the book. CD plays a random sound when you click. Avoid this class., CS100,"QUALITY
1.0
DIFFICULTY
1.0","Sep 26th, 2006"
David Gries,"Absolutely horrible book and analogies for simple programming concepts! If you already know how to program, I pity you for having to learn his new analogies for the exams. If you don't know how to program, know this: No one else teaches programming with such dumbed-down analogies as he does.", COMS100,"QUALITY
1.0
DIFFICULTY
1.0","Sep 6th, 2006"
David Gries,"This man is best teacher! He is so kind and makes lots of jokes. He knows his class is not totally easy, but if you but a little effort in, you will like this class very much becuase gries rocks! He was also voted best teacher many times at cornell...", CS100J,"QUALITY
5.0
DIFFICULTY
3.0","Jun 22nd, 2006"
David Gries,"I really wanted to learn programming...but he made it very boring. The lectures were a waste..too morbid. People were scared to raise hands! I go to lectures for the profs, learning material on your own is no good when you can't get insight from good people. The beginning of his course is good, easy to follow. Later it's all over the place.", CS100J,"QUALITY
2.0
DIFFICULTY
3.0","Jun 3rd, 2006"
David Gries,One of the most boring profs I've had, CS,"QUALITY
1.5
DIFFICULTY
4.0","Apr 6th, 2006"
David Gries,"He has a childish and annoying way of teaching programming. Besides that the material is easy if you work on it and memorize terms and boxes, etc. He has a very nasty attitude too. I asked him for help and he accused me of wasting his time! Very Upsetting but whatever - he's still easy.", CS100J,"QUALITY
4.0
DIFFICULTY
1.0","Jan 9th, 2006"
David Gries,"Good lecturer, goes slow and makes things easy to understand. He has some interesting metaphors which may seem a little childish but they get the job done (you really understand the material). I really respect this man.", COMS100,"QUALITY
4.5
DIFFICULTY
2.0","Sep 18th, 2005"
David Gries,"I haven't been here that long, but Gries is the worst professor I have had so far. He's obsessed with drawing boxes and folders to confuse you instead of teaching you how to program, and he loves testing on them. Uses stupid metaphors to explain things. Oh, he also uses a Mac and doesnt wear shoes", CS100,"QUALITY
1.0
DIFFICULTY
3.0","Apr 18th, 2005"
David Gries,"He has this very formulaic way of teaching programming. This might not be too bad if you don't have any programming experience. If you go to his lectures, read the textbook, and do assignments, you'll do well. Exams are not hard, you just have to know it the way he teaches you to.", CS100J,"QUALITY
4.0
DIFFICULTY
3.0","Apr 17th, 2005"
David Gries,"From my experience, Gries is a great cs professor for those who are just starting to learn java. Granted you must put the effort into learning the material! If you don't, you can expect to do poorly, which is ultimately the studens' fault not Gries's.", CS100J,"QUALITY
5.0
DIFFICULTY
3.0","Feb 23rd, 2005"
David Gries,"he makes you confused about the simplest of things. he has these stupid analogies about CS programming, and to him its more important that you learn his stupid analogies and methods rather than the ability to code. worst. professor. ever. (for me)", CS100J,"QUALITY
1.5
DIFFICULTY
3.0","Jan 24th, 2005"
David Gries,"He should do sth about his stupid analogy system, seriously! yes, he is a jerk, and he made me suffer through these 2 classes!", CS100211,"QUALITY
1.5
DIFFICULTY
4.0","Dec 26th, 2004"
David Gries,"The hardest class I have taken at Cornell. He is an okay teacher, assumes you know a lot about subject already. Not great in lecture, but helpful when you go to office hours. V. hard class, assignments, and tests.", CS100J,"QUALITY
2.5
DIFFICULTY
5.0","Sep 21st, 2004"
David Gries,"His lectures seemed designed more so that he could listen to himself talk than so that he could teach anything. When he did attempt to actually inform you of something, it was generally done in a condescending tone using insipid metaphors.", CS211,"QUALITY
1.0
DIFFICULTY
3.0","Aug 24th, 2004"
David Gries,"Good professor, is overly paticular about knowing his analogies", CS100J,"QUALITY
4.0
DIFFICULTY
3.0","Mar 30th, 2004"
David Gries,"Terrible. He is malicious, doesn't prepare (slides and even STUDY GUIDES have typos), not in contact with TAs, doesn't care. Makes fun of students. Have to follow his conventions. Probably the worst professor at Cornell. Ruins otherwise great topics.", 100J211,"QUALITY
1.0
DIFFICULTY
4.0","Mar 22nd, 2004"
David Gries,Horrible horrible class. Stupid analogy system and you are tested more on that than on programming! His lectures are unclear and he spent most of the time fixing his own mistakes., CS100J,"QUALITY
1.0
DIFFICULTY
3.0","Mar 20th, 2004"
David Gries,"Just a note, you are supposed to have programming experience to take CS 100J. Otherwise you're supposed to take CS 099. And, besides Gries is such a nice man. So what if his analogies are strange (what the hell is a remora?).", ENGRD211,"QUALITY
5.0
DIFFICULTY
2.0","Mar 9th, 2004"
David Gries,"What a nice man. He is soooo helpful and enthusiastic. Some people don't like his metaphors, but they're good if you've never programmed before. Knows his stuff.", ENGRD211,"QUALITY
5.0
DIFFICULTY
3.0","Feb 5th, 2004"
David Gries,"What an incredibly bad teacher. The man has no idea how to present ideas for an audience, his folders/files analogy is the worst I've seen (and the TAs all think it's useless too) and his lectures show a total lack of respect for his students. Someone s", CS100J,"QUALITY
1.5
DIFFICULTY
4.0","Feb 2nd, 2004"
David Gries,"Spent half of each lecture updating his typo-ridden powerpoint presentations. Add to that inconsistent grading, a $55 draft of a book, and the assumption that you already have programming experience, and you have a pretty horrible class.", CS100J,"QUALITY
1.0
DIFFICULTY
4.0","Dec 31st, 2003"
David Gries,"hmmnn...very interesting prof...avoid CS courses if possible.Theyr tougher than u can imagine.cheers,ben.", CS1101X,"QUALITY
4.0
DIFFICULTY
3.0","Dec 25th, 2003"
David Gries,"Sorry to disagree, but I think Gries was an awesome prof. Very approachable. The class was pretty easy, as long as you did the readings and attended lecture. The concepts that he emphasized in the course were really useful for CS211.", CS100J,"QUALITY
5.0
DIFFICULTY
1.0","Dec 22nd, 2003"
David Gries,"Difficult to attend class due to teacher. Class seems pointless, programming is long and painful, it seems you have to program the way he would or you lose points (not much room to do you own programming), folders/file-drawers. Take only if you have to.", CS100J,"QUALITY
1.0
DIFFICULTY
4.0","Dec 4th, 2003"
David Gries,"Avoid if possible. Heavy emphasis on analogies involving file drawers, folders, and other office supplies. Excessive focus on invariants when writing loops. The textbook (his own) is riddled with typos, as are his assignments from time to time.", CS100J,"QUALITY
1.5
DIFFICULTY
3.0","Nov 17th, 2003"
David Gries,"Prof. Gries is a horrible way to start your programming career. He teaches an extended metaphor of ""manilla folders"" as instances of classes, and we are tested in these horrible anolgies. However, Gries will give you the answers during prelims i", CS100J,"QUALITY
2.5
DIFFICULTY
2.0","Nov 5th, 2003"
Walker White,"I took his class with no coding experience and I LOVED IT. He is honestly one of the best professors out there and his class is completely fair. The grade you get really does depend on the amount of work you put in. He is super nice too and his lectures are honestly a real treat. I would really recommend him. Just go for it, you wont regret it!", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 10th, 2022"
Walker White,"Walker is a fantastic professor, and I really wish I had realized this and spent more effort during the semester. The material can be challenging for someone completely new to CS, and with the class being so huge, office hours with consultants/TAs can be a bit of a struggle. Plenty of resources to utilize to do well in this class with good effort.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 6th, 2022"
Walker White,Gave insightful lectures and a reasonable workload., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 4th, 2022"
Walker White,Great professor - best advice is to meet people at the beginning of the semester and make friends to get a partner to work with. all the exams are very reasonable., CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 1st, 2022"
Walker White,"To succeed in this class, even if you have a partner, be sure you understand each assignment. He posts videos which are basically everything you have to know. Watch the videos, do the labs on your own and also the assignments. If you have difficulties doing the assignments, go to TAs(not last minute tho). You will then find the exam and class easy.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 30th, 2021"
Walker White,"Walker White is genuinely an amazing Professor, his assignments were very representative and preparing for his exams. He provided all past exams that are a good representation of what to expect, and is caring for his students so email him if you face any issues. One issue with the class I'd say is its crowded and they need more consultants.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 27th, 2021"
Walker White,Walker White is probably a great professor - like what others have mentioned. But I found myself... not really paying attention to his lectures. He posts the slides online and makes his tas have a wide range of office hours that are incredibly helpful to utilize when doing assignments that are difficult to program (just dont go to them last minute), CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Dec 25th, 2021"
Walker White,"Genuinely amazing. Honestly, the model professor for anyone. Not only is he incredibly organized and provides all the resources you need to succeed, he WANTS his students to do well. For finals week, Covid got out of hand and immediately he was flexible and gave options to make sure everyone had a chance to take the final. Love his teaching.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 12th, 2021"
Walker White,"One of the best professors I've had. The class is organized really well, so even though there is a lot of work in terms of the assignments and labs, they expose you to the material so that you really learn the material and are prepared for the exams. Great class to take regardless of whether you had previous coding experience.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 11th, 2021"
Walker White,White is an insanely competent/inspirational teacher. Not only is he good at lecturing but he seems to truly be passionate about what he does. This class is really well suited for students who have little to knowledge of the subject. I would definitely take one of his classes again in the future., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 6th, 2021"
Walker White,One of the best lecturers at Cornell. Highly recommend taking cs1110 with him, CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Nov 30th, 2021"
Walker White,One of the best CS profs, CS1110,"QUALITY
5.0
DIFFICULTY
5.0","Oct 29th, 2021"
Walker White,Great class!, CS1110,"QUALITY
5.0
DIFFICULTY
4.0","May 15th, 2021"
Walker White,The way Prof. White adjusted his teaching to the COVID reality is outstanding. His videos are always informative and engaging!, CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Mar 1st, 2021"
Walker White,"AMAZING teacher!! Made CS concepts really easy to understand. Lecture attendance wasn't mandatory, but they were really helpful for practicing/applying concepts discussed in lesson videos. Not a lot of HW and plenty of time given for projects.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Feb 16th, 2021"
Walker White,Super smart guy who's nice but definitely has no sympathy if you're taking the intro course and realize you aren't too good at it. Very ok with the fact that the bottom 20% of the class will get a C and doesn't reveal your grade until the end so you can estimate but it will go up or down a few points based on curving., CS1110,"QUALITY
3.0
DIFFICULTY
4.0","Feb 10th, 2021"
Walker White,"Great class, really interesting projects (had to build part of a computer game for the final :D). Assignments and prelims aren't too hard as long as you get started on time. Overall, a cool introduction to cs (for a complete programming noob). Additionally, accessible outside of class through office hours as well!", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 15th, 2021"
Walker White,It is really a excellent course. Helpful for all students., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 10th, 2021"
Walker White,"Walker White is an amazing and inspiring professor - I will never forget him lecturing with a miserable sore throat. The assignments were interesting and very doable. The exams are the hardest part as they are very theory-heavy, don't put off studying to the last minute because you did well in the assignments. Luckily lecture vids are posted.", CS11,"QUALITY
5.0
DIFFICULTY
2.0","Apr 28th, 2020"
Walker White,hes absolutely awesome. explains things perfectly. makes total sense. would take again 100000/10, CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Feb 21st, 2020"
Walker White,"Take this class in a semester when you aren't taking too many other classes. As a non-CS major, I found the concepts difficult to understand at first, but there are many helpful TAs and consultants. Start assignments early! Don't rely on consulting hours too much in the latter part of the semester... wait time can consume your entire evenings.", CS1110,"QUALITY
5.0
DIFFICULTY
5.0","Jan 14th, 2020"
Walker White,"Walker White is one of the best professors at Cornell. He is highly dedicated to each students's success. He also takes into account upward trends when assigning final grades, which is awesome considering a lot of people have little coding experience going into the class. I could not recommend more.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 28th, 2019"
Walker White,"Pretty chill, no surprises in the class", CS1110,"QUALITY
4.0
DIFFICULTY
3.0","Dec 5th, 2019"
Walker White,"Super knowledgeable, totally enjoyed this class, Some clicker questions, lectures posted online afterwards, projects pretty fun to do, consultants are also so helpful and one time stayed until 1 am helping people- you will be taken care of if you try in this class", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 26th, 2019"
Walker White,The best intro. cs professor!!! Made me switch my major to cs., CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 19th, 2019"
Walker White,"Walker White is an amazing professor. Even as someone who never took a CS course, he made sure everything was comprehensible. He's widely regarded as the man who changes people to CS for a reason.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 11th, 2019"
Walker White,"He goes out of his ways to help students. I personally found this class hard, probably because it's my first time studying CS, but it's definitely worthwhile.", CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Jan 11th, 2019"
Walker White,He explains things well and I love how he mocks Yale's CS major ppl LOL., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 3rd, 2019"
Walker White,"Walker is a gem. Amazing lecturer, gives interesting and helpful projects/weekly homework. Really cares about how you do in the class, and is always ready to help in person or via piazza (piazza is also a gem <3 ).Also, grades super fairly. Your grade is based on knowledge of the material, and not (completely) on how others did in comparison to you", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 22nd, 2018"
Walker White,"Labs and assignments helped me teach the material, except the last assignment took me forever to finish (had no programming experience before coming to the class). Tests can be hard, but they are reasonable. There are many consultants available for help, but the hours can be very crowded around the time when the assignments are due.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 14th, 2018"
Walker White,"Course is not too hard if you put in the work; for me, assignments and labs made up for exam scores. Highly recommend attending consulting hours, etc. Prof. White is concise and effective at communicating material, and somewhat humorous, but a bit cold/impersonal (since he has so many students) otherwise.", CS1110,"QUALITY
4.0
DIFFICULTY
3.0","Dec 10th, 2018"
Walker White,"Walker White is a fantastic teacher. He is dedicated to the success of his students and is always willing to give advice. All material in the course is extremely useful and all work is assigned to prepare students for future CS classes and the exams. His lectures are clear and very informative, well developed and easy to follow. All around great.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 11th, 2018"
Walker White,"Highly recommended. He knows so much about the content and very passionate in teaching students. I have never done CS before and came in I honestly hated CS coming in, but his class is so good that I am currently considering majoring in. Anytime you bring up Harvard CS, he can roast them for an hour straight and its the funniest thing ever.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 9th, 2018"
Walker White,"Even though this class was very tough, his passion for CS and the material he teaches is infectious. Great teacher; if you can take CS 1110 with him.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Nov 9th, 2018"
Walker White,"Professor White is so funny and clear. I look forward to his lectures every Tuesday and Thursday because I'm always learning with the occasional laugh. The class itself is a lot of work, especially with no CS experience, as it seems like half the class is always a month ahead which is a bit frustrating. But, don't let it dissuade you. Highly rec'd.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Nov 4th, 2018"
Walker White,Amazing professor. 'nuff said, CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Oct 22nd, 2018"
Walker White,Good teacher. Very Difficult course., CS1110,"QUALITY
4.0
DIFFICULTY
5.0","Oct 1st, 2018"
Walker White,"Walker is a great teacher.. for those who have a CS background. I took CS1110 in the fall and Walker adjusted his teaching style to a faster paced one since many people in my class had CS background. Projects became progressively harder and although there were many resources so many people needed help, those resources were barely useful.", CS1110,"QUALITY
3.0
DIFFICULTY
5.0","Jul 9th, 2018"
Walker White,His lectures are amazing and he is very helpful during office hours., CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Apr 3rd, 2018"
Walker White,"It was advanced projects in game design so not much teaching. Had to impress him with our projects instead. He would give good feedback and teach relevant game design ideas for your project. Im not sure that he fully appreciates good work though. If you ask him to recommend you, he may not present you favorably, regardless of your past work.", CS4002,"QUALITY
3.0
DIFFICULTY
3.0","Mar 29th, 2018"
Walker White,Amazing Professor! Really made me love Computer Science and I came as an absolute novice with no programming experience. Lots of work outside of class and the latter assignments do tend to get tricky but exams and prelims are generally fair apart from one tricky question., CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Feb 20th, 2018"
Walker White,"He's so great at explaining stuff. Go to lecture and pay attention, start assignments early, use piazza, and you'll be fine.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Feb 10th, 2018"
Walker White,"Lecture attendance (iClicker use) is worth 1% of the grade. Prelims are 15% each, final is 30%, assignments are 38%. The class material is extremely easy, but the exams and assignments are graded very particularly. Get a good partner. Amazing lecturer.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Jan 17th, 2018"
Walker White,He was pretty good. It's just that the class itself though was a crap ton of work. I know I could have done better if I had a partner for the assignments. The median grade is a B so just try to get above the median if you're curious as to how you're faring., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 19th, 2017"
Walker White,"Walker's a great prof! The assignments require a lot of work, but are extremely interesting. It's hard to go to class and not listen to him - the lectures are interesting.", CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Dec 6th, 2017"
Walker White,"He is a really fantastic lecturer and has very clear schedule. His materials are close to his lecture and provides you enough practice for the coding and exam. Tests are reasonable and assignments are interesting. Though I've got 5 in AP CS, I never regret taking this intro class, since the material is so much more advanced than AP.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Nov 30th, 2017"
Walker White,kind, CS1110,"QUALITY
5.0
DIFFICULTY
5.0","Jun 4th, 2017"
Walker White,"Professor Walker is a great teacher. He teaches you all the basics and advanced stuff in programming. The class starts out easy, then it gets harder at the end.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Mar 5th, 2017"
Walker White,"If you attend lectures, do all the assignments, and ask for help, you'll be fine.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jan 22nd, 2017"
Walker White,"The professor himself is an amazing professor and I've learned alot in the first few weeks. However, if you never programmed before, you can get behind very easily and it's extremely hard to catch back up. The labs do not help and I think a recitation would be a better use of time.", CS1110,"QUALITY
3.0
DIFFICULTY
5.0","Jan 16th, 2017"
Walker White,"You don't need the textbook (ever), going to lab sessions is optional, and tests are not particularly hard. Pretty good lecturer and explains things clearly, but none of the material is hard anyways. The class is even easier because sometimes 80% is an A, even though it's not relative to the class. Easy course but you will learn a good amount.", CS1110,"QUALITY
4.0
DIFFICULTY
2.0","Jan 12th, 2017"
Walker White,I felt like learning during his lectures. Professor Walker is a great teacher ! Course starts very easy but gets harder later. I found assignments fun to do. I did not like the tests that much because his tests are hard., CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Jan 11th, 2017"
Walker White,"I came in to this class with a fair amount of CS Experience. Walker definitely makes you work for your grade. I didn't do as well as I should have because I got a bit cocky. Go to lectures, because it will make so much sense. Also do projects and labs, and make sure you understand them. Tests are doable if you spend time studying.", CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Jan 11th, 2017"
Walker White,"Good lectures, doesnt curve, fair grader.", CS1110,"QUALITY
4.0
DIFFICULTY
3.0","Dec 10th, 2016"
Walker White,"Walker is an AMAZING professor. I came in with no programming skill and I can honestly say I am pretty proficient right now and definitely ready for harder courses. The assignments and labs are HARD and the prelims require a lot of preparation. But if you are willing to put in the work, he is very fair. He just wants you to learn!", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Dec 1st, 2016"
Walker White,Walker is a really amazing professor. His lectures are great. You can learn a lot from him. The assignments require some effort but they are interesting to do., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 10th, 2016"
Walker White,"Absolutely excellent teacher! Loved by almost all students, never heard anyone who does not like him. His class is always soooo popular! Not too difficult for a computer science introduction class either. This is a class that can make you switch to computer science major after taking it. Would recommend to everyone I know.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 10th, 2016"
Walker White,"Walker White is a legend. Honestly, I don't think I would be a CS major if I didn't have White, Walker. He is such a great lecturer and all his assignments and labs really make sure that you leave having a great understanding of computer science.", CS1110,"QUALITY
5.0
DIFFICULTY
4.0","Oct 27th, 2016"
Walker White,Pretty easy class although I did have a lot of prior experience with Python., CS1110,"QUALITY
4.0
DIFFICULTY
2.0","Oct 17th, 2016"
Walker White,"Fun lectures, teaches well", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Oct 14th, 2016"
Walker White,"Walker White is an amazing professor, the best one I've had at Cornell so far. CS 1110 is very well-structured and the lectures are on-point. After the class I felt that I had a great foundation in CS and was confident in my abilities going into CS 2110. Ditto.", CS2110,"QUALITY
4.0
DIFFICULTY
4.0","Aug 5th, 2016"
Walker White,"Walker White is an amazing professor, the best one I've had at Cornell so far. CS 1110 is very well-structured and the lectures are on-point. After the class I felt that I had a great foundation in CS and was confident in my abilities going into CS 2110. If you have the choice of taking CS 1110 in the fall with Walker White, I highly recommend it!!", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Jun 10th, 2016"
Walker White,"Great class, great lecturer, great experience.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Feb 22nd, 2016"
Walker White,"He's seriously the best. He is extremely fair and helpful, as well as a clear lecturer. If you come from any CS experience, the class will probably be quite easy and no readings will be necessary as his lectures are detailed and clear by themselves.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Feb 4th, 2016"
Walker White,"An amazing professor. CS 1110 was an introductory course, but assignments can be fairly rigorous for those with lesser CS backgrounds. He is a fair grader--lenient, really--and help can always be found when you need it. Taking his class almost convinced me to switch to a CS major. He is very fair and his lectures keep interesting. I'd recommend.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Jan 8th, 2016"
Walker White,"Grading is very fair. He does really try to help you and wants you to get the best grade. If you come in with experience don't get cocky, met a few kids with a good amount of CS experience who didn't study and got B's on the first exam.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 30th, 2015"
Walker White,"Professor White is a very fair grader, sometimes lenient, and he responds to your online questions quickly. There are regular labs and assignments, some of which are very long (10-15 hours to complete). White has a very extensive group of TAs and helpers, so finding help is very easy to do.", CS1110,"QUALITY
4.5
DIFFICULTY
3.0","Dec 22nd, 2015"
Walker White,A talented lecturer. Slides posted online and there is a large network of consultants available online and in-person. Class was well-designed and I learned a lot. This is the sort of class everyone with even a passing interest in CS should consider taking., CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 20th, 2015"
Walker White,"Prof White is a great teacher and will help any student that asks. Granted, the assignments/tests are tough--especially if you haven't programmed before. Lectures are good, but not mandatory; if you study you'll definitely get a B/B+, which is good enough to move forward to CS 2110.", CS1110,"QUALITY
4.5
DIFFICULTY
4.0","Dec 20th, 2015"
Walker White,"Prof. White was an excellent professor. His After taking his class, I am leaning towards majoring or at least minoring in CS. I loved his mentality about learning CS as opposed to learning a language. Would HIGHLY recommend taking 1110 with Prof. White in the fall as opposed to the professor in the spring.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Dec 16th, 2015"
Walker White,"This course has changed my mind about computer science. Before this course I was entertaining the possibility of a CS major or at the very least, a minor. However, after taking this course, I am completely assured that I will never take another CS course at Cornell or any other institution. Instead of being fun, this course was extremely tedious.", CS1110,"QUALITY
3.0
DIFFICULTY
4.0","Dec 11th, 2015"
Walker White,"Best Professor I've ever had in any subject. Lectures are extremely clear and well-made, and he explains complex computer science concepts in ways that a human can easily understand. I'd recommend taking his CS course just to have him as a teacher.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Nov 9th, 2015"
Walker White,Great Prof!, CS1110,"QUALITY
4.5
DIFFICULTY
3.0","Nov 9th, 2015"
Walker White,REALLLLLLLLY good with notes and resources, CS1110,"QUALITY
4.0
DIFFICULTY
4.0","Nov 8th, 2015"
Walker White,"Prof. White really goes out of his way to make sure that his students understand everything he says. Lectures, labs, and assignments are well-designed. Office hours, consulting hours, and Piazza are really helpful. Also, not many professors would print out handouts and lab instructions for all students, esp. when the school tries to restrict that.", CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Oct 28th, 2015"
Walker White,Best professor I've had at Cornell though the class isn't that easy, CS1110,"QUALITY
4.5
DIFFICULTY
3.0","Apr 20th, 2015"
Walker White,"He's a great professor, but if you are new to programming, the class is a lot of work. You will need all the help you can get, but as long as you ask, help will be provided by the truckload.", CS1110,"QUALITY
4.5
DIFFICULTY
3.0","Jan 26th, 2015"
Walker White,"Professor White is a good lecturer. He's really straightforward and makes the material very easy to understand. As far as grades go, as long as you pay attention in class and study a bit for the exams, you should be able to get an A.", CS1110,"QUALITY
4.5
DIFFICULTY
2.0","Dec 17th, 2014"
Walker White,"Strict and stern. But otherwise, informative. Sometimes the responses he gives are really terse. But he will answer everything. Also, genuinely helps students get better.", CS1110,"QUALITY
4.0
DIFFICULTY
3.0","Nov 14th, 2014"
Walker White,"When I went in I hated computer science, but this guy was just awesome. My favorite lecturer at Cornell: really clear and does his best to make sure everyone understands what he's teaching. Would recommend any class with him", CS1110,"QUALITY
4.5
DIFFICULTY
3.0","Nov 3rd, 2014"
Walker White,"probably the best lecturer i've ever had in a computer science class, though that's not saying too much. the tests are quite difficult, but not unfairly so.", CS1110,"QUALITY
4.5
DIFFICULTY
2.0","Apr 8th, 2014"
Walker White,"Prof. White is a fantastic lecturer. Very clear, concise, engaging, organized, and entertaining. Even when the material gets tough, he is always enthusiastic. I would highly recommend him. Likely the best lecturer I've had at Cornell so far.", CS1110,"QUALITY
5.0
DIFFICULTY
2.0","Feb 3rd, 2014"
Walker White,"I loved professor White. Great lecturer, great since all lectures are online, lectures are very organized, assignments are well explained and while grading can be a little rough for exams it's fair. Helpful in office hours and on piazza when I needed it as well. Highly recommend taking Python, or any class, with professor White", CS1110,"QUALITY
5.0
DIFFICULTY
1.0","Jan 11th, 2014"
Walker White,"White is an amazing teacher, very clear, organized and interesting. His grading is a little harsh but he's a great teacher nevertheless.", CS1110,"QUALITY
4.5
DIFFICULTY
2.0","Dec 23rd, 2013"
Walker White,"White is amazing. He knows his CS, will answer every question, is very passionate about CS, and is incredibly organized. Also two of the major assignments are really fun and they'll keep you interested. He has an army of like 30 consultants who always seem to hanging around in the lab to help. Also, take it if you are undecided about your major.", CS1110,"QUALITY
5.0
DIFFICULTY
1.0","Dec 7th, 2013"
Walker White,Great Professor. He is a really good lecturer and is always there if you need help., CS1110,"QUALITY
5.0
DIFFICULTY
3.0","Dec 5th, 2013"
